Structure ID,Cluster,Column,Position,Species,Type,Structure,Genotype,Size,Interval 1,Interval 2,Absolute_Change,Percent_Change,Relative Growth,Relative Growth/month,Relative growth/yr,SQRT Interval 1 ,SQRT Interval 2,AMR1,AMR2,Linear Extension (cm/month),Yearly ext (cm/year),Change in AMR,Yearly ext mm
O,1,1,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.048,0.71,0.662,1379.2,1379.166667,229.8611111,2758.333333,0.219089023,0.842614977,0.069738202,0.268212678,0.033079079,0.396948951,0.198474476,3.969489511
O,1,1,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.034,0.268,0.234,688.2,688.2352941,114.7058824,1376.470588,0.184390889,0.517687164,0.058693443,0.164784942,0.017681917,0.212182999,0.106091499,2.121829988
O,1,1,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.031,0.374,0.343,1106.5,1106.451613,184.4086022,2212.903226,0.176068169,0.611555394,0.056044239,0.194664128,0.023103315,0.277239778,0.138619889,2.772397783
O,1,1,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.193,0.363,0.17,88.1,88.08290155,14.68048359,176.1658031,0.439317653,0.602494813,0.139839152,0.191780055,0.008656817,0.103881807,0.051940903,1.038818068
O,1,1,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.022,0.166,0.144,654.5,654.5454545,109.0909091,1309.090909,0.14832397,0.407430976,0.047212986,0.129689308,0.013746054,0.164952643,0.082476322,1.649526432
O,1,2,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.054,0.739,0.685,1268.5,1268.518519,211.4197531,2537.037037,0.232379001,0.859651092,0.073968533,0.273635441,0.033277818,0.399333816,0.199666908,3.993338159
O,1,2,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.171,0.774,0.603,352.6,352.6315789,58.77192982,705.2631579,0.413521463,0.879772698,0.13162797,0.280040347,0.024735396,0.296824755,0.148412378,2.968247553
O,1,2,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.134,0.547,0.413,308.2,308.2089552,51.3681592,616.4179104,0.366060104,0.739594483,0.11652055,0.235420236,0.019816614,0.237799371,0.118899686,2.377993714
O,1,2,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.082,0.296,0.214,261.0,260.9756098,43.49593496,521.9512195,0.286356421,0.54405882,0.09115008,0.173179301,0.013671537,0.164058443,0.082029221,1.640584426
O,1,2,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.477,1.016,0.539,113.0,112.9979036,18.83298393,225.9958071,0.690651866,1.007968253,0.219841317,0.32084626,0.016834157,0.202009886,0.101004943,2.020098864
O,1,3,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.024,0.178,0.154,641.7,641.6666667,106.9444444,1283.333333,0.154919334,0.421900462,0.049312356,0.134295088,0.014163789,0.169965465,0.084982733,1.699654652
O,1,3,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.313,1.308,0.995,317.9,317.8913738,52.98189563,635.7827476,0.559464029,1.143678276,0.178082931,0.364044102,0.030993528,0.371922341,0.185961171,3.719223411
O,1,3,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.016,0,-0.016,-100.0,-100,-16.66666667,-200,0.126491106,0,0.04026337,0,-0.006710562,-0.080526739,-0.04026337,-0.805267394
O,1,3,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.096,0.577,0.481,501.0,501.0416667,83.50694444,1002.083333,0.309838668,0.759605161,0.098624711,0.241789832,0.023860854,0.286330242,0.143165121,2.863302423
O,1,3,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.057,0.507,0.45,789.5,789.4736842,131.5789474,1578.947368,0.238746728,0.712039325,0.075995444,0.226649156,0.025108952,0.301307425,0.150653713,3.013074254
O,1,4,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.163,0,-0.163,-100.0,-100,-16.66666667,-200,0.403732585,0,0.128512073,0,-0.021418679,-0.257024146,-0.128512073,-2.570241462
O,1,4,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.028,0.437,0.409,1460.7,1460.714286,243.452381,2921.428571,0.167332005,0.661059755,0.053263432,0.210421855,0.026193071,0.314316848,0.157158424,3.143168478
O,1,4,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.196,1.044,0.848,432.7,432.6530612,72.10884354,865.3061224,0.442718872,1.021763182,0.140921794,0.325237322,0.030719255,0.368631057,0.184315528,3.686310565
O,1,4,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.122,0.815,0.693,568.0,568.0327869,94.67213115,1136.065574,0.349284984,0.902773504,0.111180863,0.287361731,0.029363478,0.352361736,0.176180868,3.523617358
O,1,4,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.082,0.527,0.445,542.7,542.6829268,90.44715447,1085.365854,0.286356421,0.725947657,0.09115008,0.231076316,0.023321039,0.279852472,0.139926236,2.798524721
O,1,5,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.12,0.33,0.21,175.0,175,29.16666667,350,0.346410162,0.574456265,0.110265779,0.182855108,0.012098222,0.145178658,0.072589329,1.451786583
O,1,5,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.059,0.64,0.581,984.7,984.7457627,164.1242938,1969.491525,0.242899156,0.8,0.077317203,0.254647909,0.029555118,0.354661412,0.177330706,3.546614125
O,1,5,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.087,0,-0.087,-100.0,-100,-16.66666667,-200,0.294957624,0,0.093887928,0,-0.015647988,-0.187775855,-0.093887928,-1.877758555
O,1,5,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.036,0,-0.036,-100.0,-100,-16.66666667,-200,0.18973666,0,0.060395055,0,-0.010065842,-0.120790109,-0.060395055,-1.207901091
O,1,5,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.078,0.564,0.486,623.1,623.0769231,103.8461538,1246.153846,0.279284801,0.750999334,0.088899113,0.239050513,0.025025233,0.300302799,0.150151399,3.003027988
O,2,1,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.092,0.707,0.615,668.5,668.4782609,111.4130435,1336.956522,0.303315018,0.84083292,0.096548169,0.267645431,0.02851621,0.342194525,0.171097262,3.421945248
O,2,1,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.028,0,-0.028,-100.0,-100,-16.66666667,-200,0.167332005,0,0.053263432,0,-0.008877239,-0.106526863,-0.053263432,-1.065268631
O,2,1,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.085,0.493,0.408,480.0,480,80,960,0.291547595,0.702139587,0.092802482,0.223497972,0.021782582,0.261390981,0.13069549,2.613909808
O,2,1,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.065,0,-0.065,-100.0,-100,-16.66666667,-200,0.254950976,0,0.081153416,0,-0.013525569,-0.162306832,-0.081153416,-1.623068321
O,2,1,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.098,1.072,0.974,993.9,993.877551,165.6462585,1987.755102,0.313049517,1.035374328,0.099646756,0.329569885,0.038320521,0.459846257,0.229923129,4.598462571
O,2,2,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.034,0.211,0.177,520.6,520.5882353,86.76470588,1041.176471,0.184390889,0.459347363,0.058693443,0.146214807,0.014586894,0.175042728,0.087521364,1.750427279
O,2,2,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.032,0,-0.032,-100.0,-100,-16.66666667,-200,0.178885438,0,0.056941003,0,-0.009490167,-0.113882007,-0.056941003,-1.138820069
O,2,2,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.088,0.657,0.569,646.6,646.5909091,107.7651515,1293.181818,0.296647939,0.810555365,0.094425972,0.258007786,0.027263636,0.327163628,0.163581814,3.271636284
O,2,2,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.014,0.093,0.079,564.3,564.2857143,94.04761905,1128.571429,0.118321596,0.304959014,0.037662934,0.097071469,0.009901423,0.118817071,0.059408535,1.188170705
O,2,2,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.155,1.088,0.933,601.9,601.9354839,100.3225806,1203.870968,0.393700394,1.043072385,0.125318728,0.332020252,0.034450254,0.413403049,0.206701525,4.134030492
O,2,3,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.043,0.429,0.386,897.7,897.6744186,149.6124031,1795.348837,0.207364414,0.654980916,0.066006143,0.208486901,0.023746793,0.284961516,0.142480758,2.849615158
O,2,3,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.026,0.211,0.185,711.5,711.5384615,118.5897436,1423.076923,0.161245155,0.459347363,0.051325927,0.146214807,0.015814813,0.18977776,0.09488888,1.897777599
O,2,3,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.065,0.436,0.371,570.8,570.7692308,95.12820513,1141.538462,0.254950976,0.660302961,0.081153416,0.21018096,0.021504591,0.258055088,0.129027544,2.580550885
O,2,3,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.01,0,-0.01,-100.0,-100,-16.66666667,-200,0.1,0,0.031830989,0,-0.005305165,-0.063661977,-0.031830989,-0.636619772
O,2,3,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.065,0.26,0.195,300.0,300,50,600,0.254950976,0.509901951,0.081153416,0.162306832,0.013525569,0.162306832,0.081153416,1.623068321
O,2,4,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.069,0.425,0.356,515.9,515.942029,85.99033816,1031.884058,0.262678511,0.651920241,0.083613167,0.207512658,0.020649915,0.247798981,0.123899491,2.477989814
O,2,4,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.017,1.179,1.162,6835.3,6835.294118,1139.215686,13670.58824,0.130384048,1.085817664,0.041502532,0.345626497,0.050687328,0.608247931,0.304123966,6.082479312
O,2,4,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.111,0.525,0.414,373.0,372.972973,62.16216216,745.9459459,0.333166625,0.724568837,0.10605023,0.230637424,0.020764532,0.249174387,0.124587194,2.491743873
O,2,4,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.054,0.745,0.691,1279.6,1279.62963,213.2716049,2559.259259,0.232379001,0.863133825,0.073968533,0.27474403,0.033462583,0.401550993,0.200775496,4.015509927
O,2,4,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.043,0.422,0.379,881.4,881.3953488,146.8992248,1762.790698,0.207364414,0.649615271,0.066006143,0.206778963,0.023462137,0.28154564,0.14077282,2.815456401
O,2,5,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.082,0.908,0.826,1007.3,1007.317073,167.8861789,2014.634146,0.286356421,0.95289034,0.09115008,0.303314416,0.035360723,0.424328672,0.212164336,4.243286716
O,2,5,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.161,0.961,0.8,496.9,496.8944099,82.81573499,993.7888199,0.401248053,0.980306075,0.127721222,0.312041115,0.030719982,0.368639786,0.184319893,3.68639786
O,2,5,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.138,1.314,1.176,852.2,852.173913,142.0289855,1704.347826,0.371483512,1.14629839,0.118246875,0.36487811,0.041105206,0.493262471,0.246631236,4.932624713
O,2,5,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.029,0.205,0.176,606.9,606.8965517,101.1494253,1213.793103,0.170293864,0.452769257,0.05420622,0.144120931,0.014985785,0.179829421,0.08991471,1.798294205
O,2,5,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.111,0.881,0.77,693.7,693.6936937,115.6156156,1387.387387,0.333166625,0.938616002,0.10605023,0.298770753,0.032120087,0.385441045,0.192720522,3.854410448
O,3,1,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.031,0,-0.031,-100.0,-100,-16.66666667,-200,0.176068169,0,0.056044239,0,-0.009340706,-0.112088477,-0.056044239,-1.120884774
O,3,1,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.025,0.341,0.316,1264.0,1264,210.6666667,2528,0.158113883,0.583952053,0.050329212,0.185877711,0.022591417,0.271096999,0.135548499,2.710969987
O,3,1,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.026,0.151,0.125,480.8,480.7692308,80.12820513,961.5384615,0.161245155,0.388587185,0.051325927,0.123691142,0.012060869,0.144730431,0.072365216,1.447304311
O,3,1,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.024,0.194,0.17,708.3,708.3333333,118.0555556,1416.666667,0.154919334,0.440454311,0.049312356,0.140200962,0.015148101,0.181777212,0.090888606,1.817772121
O,3,1,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.015,0,-0.015,-100.0,-100,-16.66666667,-200,0.122474487,0,0.03898484,0,-0.006497473,-0.07796968,-0.03898484,-0.779696801
O,3,2,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.057,0,-0.057,-100.0,-100,-16.66666667,-200,0.238746728,0,0.075995444,0,-0.012665907,-0.151990887,-0.075995444,-1.519908875
O,3,2,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.021,0.415,0.394,1876.2,1876.190476,312.6984127,3752.380952,0.144913767,0.644204936,0.046127485,0.2050568,0.026488219,0.31785863,0.158929315,3.178586303
O,3,2,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.041,0.55,0.509,1241.5,1241.463415,206.9105691,2482.926829,0.202484567,0.741619849,0.06445284,0.23606493,0.028602015,0.34322418,0.17161209,3.432241801
O,3,2,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.042,0.473,0.431,1026.2,1026.190476,171.031746,2052.380952,0.204939015,0.687749955,0.065234115,0.21891761,0.025613916,0.30736699,0.153683495,3.073669902
O,3,2,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.154,0.911,0.757,491.6,491.5584416,81.92640693,983.1168831,0.392428337,0.9544632,0.124913819,0.303815073,0.029816876,0.357802506,0.178901253,3.578025062
O,3,3,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.081,0.232,0.151,186.4,186.4197531,31.06995885,372.8395062,0.284604989,0.481663783,0.090592582,0.153318344,0.010454294,0.125451524,0.062725762,1.254515244
O,3,3,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.019,0,-0.019,-100.0,-100,-16.66666667,-200,0.137840488,0,0.04387599,0,-0.007312665,-0.08775198,-0.04387599,-0.877519798
O,3,3,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.399,0.826,0.427,107.0,107.0175439,17.83625731,214.0350877,0.631664468,0.908845421,0.201065045,0.289294483,0.014704906,0.176458876,0.088229438,1.764588755
O,3,3,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.234,1.068,0.834,356.4,356.4102564,59.4017094,712.8205128,0.483735465,1.033440855,0.153977781,0.328954441,0.029162777,0.34995332,0.17497666,3.499533201
O,3,3,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.126,0.819,0.693,550.0,550,91.66666667,1100,0.354964787,0.904986188,0.112988801,0.28806605,0.029179542,0.350154499,0.175077249,3.501544989
O,3,4,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.182,2.084,1.902,1045.1,1045.054945,174.1758242,2090.10989,0.42661458,1.443606595,0.135795638,0.459514251,0.053953102,0.647437225,0.323718612,6.474372247
O,3,4,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.217,1.521,1.304,600.9,600.921659,100.1536098,1201.843318,0.465832588,1.233288287,0.148279118,0.392567854,0.040714789,0.488577473,0.244288736,4.885774727
O,3,4,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.019,0.508,0.489,2573.7,2573.684211,428.9473684,5147.368421,0.137840488,0.712741187,0.04387599,0.226872566,0.030499429,0.365993153,0.182996576,3.659931526
O,3,4,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.128,0.85,0.722,564.1,564.0625,94.01041667,1128.125,0.357770876,0.921954446,0.113882007,0.293467215,0.029930868,0.359170415,0.179585208,3.591704155
O,3,4,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.148,0.593,0.445,300.7,300.6756757,50.11261261,601.3513514,0.384707681,0.770064932,0.122456258,0.245119281,0.020443837,0.245326045,0.122663023,2.453260455
O,3,5,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.249,1.325,1.076,432.1,432.1285141,72.02141901,864.2570281,0.498998998,1.151086443,0.158836314,0.366402195,0.034594313,0.415131761,0.207565881,4.15131761
O,3,5,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.276,1.187,0.911,330.1,330.0724638,55.01207729,660.1449275,0.525357021,1.089495296,0.167226334,0.346797124,0.029928465,0.35914158,0.17957079,3.591415799
O,3,5,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.058,0.63,0.572,986.2,986.2068966,164.3678161,1972.413793,0.240831892,0.793725393,0.076659172,0.25265064,0.029331911,0.351982935,0.175991468,3.519829352
O,3,5,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.191,1.417,1.226,641.9,641.8848168,106.9808028,1283.769634,0.437035468,1.190378091,0.13911271,0.378909115,0.039966067,0.47959281,0.239796405,4.795928095
O,3,5,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.048,0.32,0.272,566.7,566.6666667,94.44444444,1133.333333,0.219089023,0.565685425,0.069738202,0.180063263,0.01838751,0.220650123,0.110325061,2.206501225
O,4,1,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.363,0,-0.363,-100.0,-100,-16.66666667,-200,0.602494813,0,0.191780055,0,-0.031963343,-0.383560111,-0.191780055,-3.835601109
O,4,1,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.139,0,-0.139,-100.0,-100,-16.66666667,-200,0.372827038,0,0.118674532,0,-0.019779089,-0.237349064,-0.118674532,-2.373490638
O,4,1,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.393,1.138,0.745,189.6,189.56743,31.59457167,379.1348601,0.626897121,1.066770828,0.199547551,0.339563701,0.023336025,0.2800323,0.14001615,2.800322995
O,4,1,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.331,0.574,0.243,73.4,73.41389728,12.23564955,146.8277946,0.575325995,0.757627877,0.183131952,0.241160443,0.009671415,0.116056983,0.058028491,1.160569829
O,4,1,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.166,0.211,0.045,27.1,27.10843373,4.518072289,54.21686747,0.407430976,0.459347363,0.129689308,0.146214807,0.00275425,0.033050999,0.016525499,0.330509987
O,4,2,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.249,1.048,0.799,320.9,320.8835341,53.48058902,641.7670683,0.498998998,1.023718711,0.158836314,0.325859786,0.027837245,0.334046944,0.167023472,3.340469445
O,4,2,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.366,1.155,0.789,215.6,215.5737705,35.92896175,431.147541,0.604979338,1.074709263,0.192570904,0.342090583,0.024919946,0.299039358,0.149519679,2.990393576
O,4,2,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.211,0.848,0.637,301.9,301.8957346,50.31595577,603.7914692,0.459347363,0.920869155,0.146214807,0.293121756,0.024484491,0.293813898,0.146906949,2.938138979
O,4,2,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.324,0,-0.324,-100.0,-100,-16.66666667,-200,0.569209979,0,0.181185164,0,-0.030197527,-0.362370327,-0.181185164,-3.623703272
O,4,2,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.391,1.126,0.735,188.0,187.9795396,31.32992327,375.9590793,0.625299928,1.061131472,0.199039149,0.337768638,0.023121582,0.277458978,0.138729489,2.77458978
O,4,3,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.095,0.331,0.236,248.4,248.4210526,41.40350877,496.8421053,0.3082207,0.575325995,0.098109696,0.183131952,0.014170376,0.170044512,0.085022256,1.700445117
O,4,3,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.187,0.869,0.682,364.7,364.7058824,60.78431373,729.4117647,0.432434966,0.932201695,0.137648325,0.296729015,0.026513448,0.318161381,0.159080691,3.181613811
O,4,3,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.207,0.805,0.598,288.9,288.8888889,48.14814815,577.7777778,0.454972527,0.897217922,0.144822253,0.285593335,0.023461847,0.281542163,0.140771082,2.815421631
O,4,3,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.476,1.499,1.023,214.9,214.9159664,35.81932773,429.8319328,0.689927532,1.224336555,0.219610754,0.389718429,0.028351279,0.34021535,0.170107675,3.402153503
O,4,3,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.238,0.421,0.183,76.9,76.8907563,12.81512605,153.7815126,0.487852437,0.648845128,0.155288254,0.206533819,0.008540928,0.10249113,0.051245565,1.024911304
O,4,4,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.341,0,-0.341,-100.0,-100,-16.66666667,-200,0.583952053,0,0.185877711,0,-0.030979619,-0.371755423,-0.185877711,-3.717554229
O,4,4,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.138,0,-0.138,-100.0,-100,-16.66666667,-200,0.371483512,0,0.118246875,0,-0.019707812,-0.236493749,-0.118246875,-2.364937491
O,4,4,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.146,0.471,0.325,222.6,222.6027397,37.10045662,445.2054795,0.382099463,0.686294397,0.121626037,0.218454292,0.016138042,0.19365651,0.096828255,1.936565096
O,4,4,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.313,0.955,0.642,205.1,205.1118211,34.18530351,410.2236422,0.559464029,0.977241014,0.178082931,0.311065476,0.022163757,0.265965089,0.132982545,2.659650891
O,4,4,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.187,0.795,0.608,325.1,325.1336898,54.18894831,650.2673797,0.432434966,0.891627725,0.137648325,0.28381392,0.024360932,0.29233119,0.146165595,2.923311896
O,4,5,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.187,1.076,0.889,475.4,475.4010695,79.23351159,950.802139,0.432434966,1.037304198,0.137648325,0.330184181,0.032089309,0.385071713,0.192535856,3.850717129
O,4,5,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.335,1.257,0.922,275.2,275.2238806,45.87064677,550.4477612,0.578791845,1.121160113,0.184235166,0.356876348,0.02877353,0.345282364,0.172641182,3.452823635
O,4,5,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.257,0,-0.257,-100.0,-100,-16.66666667,-200,0.506951674,0,0.16136773,0,-0.026894622,-0.322735459,-0.16136773,-3.227354594
O,4,5,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.16,0.724,0.564,352.5,352.5,58.75,705,0.4,0.850881895,0.127323954,0.270844119,0.023920027,0.28704033,0.143520165,2.870403296
O,4,5,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.132,0,-0.132,-100.0,-100,-16.66666667,-200,0.363318042,0,0.115647725,0,-0.019274621,-0.23129545,-0.115647725,-2.312954495
O,5,1,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.16,0.733,0.573,358.1,358.125,59.6875,716.25,0.4,0.856154192,0.127323954,0.272522343,0.024199731,0.290396778,0.145198389,2.903967777
O,5,1,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.271,1.407,1.136,419.2,419.1881919,69.86469865,838.3763838,0.520576603,1.186170308,0.165704679,0.377569736,0.035310843,0.423730113,0.211865056,4.237301128
O,5,1,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.11,1.091,0.981,891.8,891.8181818,148.6363636,1783.636364,0.331662479,1.044509454,0.105571446,0.332477685,0.037817707,0.453812479,0.22690624,4.538124791
O,5,1,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.153,0.981,0.828,541.2,541.1764706,90.19607843,1082.352941,0.391152144,0.990454441,0.124507595,0.31527144,0.031793974,0.381527692,0.190763846,3.815276918
O,5,1,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.216,0.649,0.433,200.5,200.462963,33.41049383,400.9259259,0.464758002,0.805605362,0.147937067,0.256432151,0.018082514,0.216990169,0.108495085,2.169901693
O,5,2,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.215,0.733,0.518,240.9,240.9302326,40.15503876,481.8604651,0.463680925,0.856154192,0.147594222,0.272522343,0.020821353,0.249856242,0.124928121,2.498562419
O,5,2,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.094,1.316,1.222,1300.0,1300,216.6666667,2600,0.306594194,1.147170432,0.097591963,0.36515569,0.044593954,0.535127453,0.267563727,5.351274531
O,5,2,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.193,0.862,0.669,346.6,346.6321244,57.77202073,693.2642487,0.439317653,0.928439551,0.139839152,0.295531488,0.025948723,0.311384672,0.155692336,3.113846716
O,5,2,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.284,1.173,0.889,313.0,313.028169,52.1713615,626.056338,0.532916504,1.083051245,0.169632592,0.344745919,0.029185554,0.350226654,0.175113327,3.502266539
O,5,2,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.111,0.483,0.372,335.1,335.1351351,55.85585586,670.2702703,0.333166625,0.694982014,0.10605023,0.221219646,0.019194903,0.230338831,0.115169415,2.303388307
O,5,3,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.26,0.89,0.63,242.3,242.3076923,40.38461538,484.6153846,0.509901951,0.943398113,0.162306832,0.300292946,0.022997686,0.275972228,0.137986114,2.759722279
O,5,3,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.227,1.274,1.047,461.2,461.2334802,76.8722467,922.4669604,0.47644517,1.128716085,0.151657208,0.359281488,0.034604047,0.415248561,0.207624281,4.152485613
O,5,3,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.479,1.87,1.391,290.4,290.3966597,48.39944328,580.7933194,0.692098259,1.367479433,0.220301718,0.435282223,0.035830084,0.429961009,0.214980505,4.299610094
O,5,3,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.225,0.61,0.385,171.1,171.1111111,28.51851852,342.2222222,0.474341649,0.781024968,0.150987636,0.248607969,0.016270055,0.195240664,0.097620332,1.952406645
O,5,3,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.238,0.1,-0.138,-58.0,-57.98319328,-9.663865546,-115.9663866,0.487852437,0.316227766,0.155288254,0.100658424,-0.009104972,-0.109259659,-0.054629829,-1.092596588
O,5,4,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.212,1.39,1.178,555.7,555.6603774,92.61006289,1111.320755,0.460434577,1.178982612,0.146560878,0.375281821,0.038120157,0.457441886,0.228720943,4.574418864
O,5,4,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.266,1.598,1.332,500.8,500.7518797,83.45864662,1001.503759,0.515751878,1.264120247,0.164168922,0.402381972,0.039702175,0.476426101,0.23821305,4.764261008
